,file,tiny,base,small,medium,large,original_text
0,test_audio/hi/clips/common_voice_hi_26116151.mp3,Ose Shahaya dap ninokri agale mainne chaurini padegi,اسے شاید اپنی ناکری اگلے مہینے چھولی نہیں پڑے گی,उसे शायद अपनी नवक्री अगले महीने चोरनी पडेगी,उसे शायद अपनी नौकरी अगले महिने चोड़नी पड़ेगी।,उसे शाइद अपनी नौक्री अगले महीने छोड़नी पड़ेगी,उसे शायद अपनी नौकरी अगले महीने छोड़नी पड़ेगी।
0,test_audio/hi/clips/common_voice_hi_26116152.mp3,"Baatsya ho box office, ajadev kund ki filmi chhadin me kabaayi etnika rool",بات شاہو باکس آفیس اجعی دیگن کی فیلنے چھے دن میں کمائے اتنے کرن,बाद शाहो बोक्स अफिज अज़ेवकन की फलुने चाहे दिन में कमाए इतने करोल,बात शाहो बौक्स अफिस अजाय देवगन की फिल्ड ने च्यादिन में कमाये इतने करोड,बात्षाहु बॉक्स आफिस अजाए देवगन की फिलने छह दिन में कमाए इतने करोण,Baadshaho Box Office: अजय देवगन की फिल्म ने छह दिन में कमाए इतने करोड़
0,test_audio/hi/clips/common_voice_hi_26116153.mp3,1.5 яду,ایک چیم ما یادو,एक च्मा या दो,एक चुम्मा या दो,एक चुम्मा या दो,एक चुम्मा या दो?
0,test_audio/hi/clips/common_voice_hi_26116154.mp3,Boatal Chorde,بوطل چھوڑ دے,बोतल चोर दे,बोतल छोड़ दे।,बोतल छोड़ दे,बोतल छोड़ दे।
0,test_audio/hi/clips/common_voice_hi_26116157.mp3,"Farji Degree in Devad, Jiteendra Thomar has to take care of Kaisrival.","Fardji Degree Vivaad, Jtendr Toomer نے Kejriwal کو Patra Lekkar di Safai.",वर्जी दिग्री भिवाद जितेंदर तोमर ने केज्री भाल को पत्र लेक्कर दी सभाई,फर्जी दिग्री विवाद जतेंद्र तोमर ने केज़री बाल को पत्र लिख कर दी सभाई.,"फड़्जी दिक्री पे विवाद, जदेंद्र तोमर ने केजरी बाल को पत्र लिख कर दी सफाई",फर्जी डिग्री विवाद: जितेंद्र तोमर ने केजरीवाल को पत्र लिखकर दी सफाई
0,test_audio/hi/clips/common_voice_hi_26116161.mp3,Karnaatak paryatan manthri Reddy ke kelaf GAD Jamanati Varand,کرناٹھا کے پریٹن منری ردی کے کلاف گیٹ زمانتی وارنٹ,करनादक के पर्यटन मंत्री रेद्टी के किलाद जमानती वारन्ट,कर्नातक के पर्यतन मंत्री रडडी के क्लाफ गेड जमानती वारंट,कर्नाटक के परिएटन मंत्री रेड्डी के खिलाफ गैर जमानती वारन्ट,कर्नाटक के पर्यटन मंत्री रेड्डी के खिलाफ गैर जमानती वारंट
0,test_audio/hi/clips/common_voice_hi_26116162.mp3,Vodhvarko UPK Dore Par rahingya Chunao Iyukth,ودبار کو UP کے دوری پر رہیں گے چنو آیوپت,बदबार को यूपी के द़ारे पर रहेंगे चुनाव आयोप्त,बदवार को यूपी के दौरे पर रहेंगे चुनाव आयूप्त।,बुदबार को यूपी के दौरे पर रहेंगे चुनाव आयूप्त,बुधवार को यूपी के दौरे पर रहेंगे चुनाव आयुक्त
0,test_audio/hi/clips/common_voice_hi_26116163.mp3,Hina ke bik posse bahar aane ke baat unitapar lagayenge bianavshah,"Hina ke Big Boss se bahar aane ke baad, unit happal lgainghi, Ben Afshah",रहना के बिखबोस से बहार आने के बाद उने तबपर लगाएंगी बेनाफ्शा,हिना के बिक पौज से बाहर आने के बाद उन्ने थपड लगाइंगी बेनाफशा.,हिना के बिगबॉस से बहर आने के बाद उन्हें तपड लगाएंगी बेनाफ्षा,हिना के Bigg Boss से बाहर आने के बाद उन्हें थप्पड़ लगाएंगी बेनाफ्शा!
0,test_audio/hi/clips/common_voice_hi_26116164.mp3,Mutu otus ke bian ki sa jai par shakhe,مجھے اس کے بیان کی سچھای پر شک ہے,मुझो उसके बयान की सच्चाई पर शक है.,मुझे उसके भयान की सचाई पर शक है।,मुझे उसके बयांद की सच्छाई पर शक है।,मुझे उसके बयान की सच्चाई पर शक है।
0,test_audio/hi/clips/common_voice_hi_26116166.mp3,Dahariya var with hansabamay bjp congress par sidiotakkar,Dhariya Varad Vidhan Saba May BJP Congress PSEEDI TAKKAR,दारी आवाड भिदान सबा में BJP कुंगरेज पे सीदी तक्कर,धारीयवाड विधान सबा में बीजेपी कॉंग्रेज पे सीदी टककर।,दहरियावाल बिदान सबा में BJP Congress पे सीदी टक्कर,धारियावाड़ विधानसभा में बीजेपी-कांग्रेस में सीधी टक्कर!
0,test_audio/hi/clips/common_voice_hi_26116167.mp3,"Kashmir, Chanao, Seephara, China, Banif, Stole, Varamand","கashmir, چناو سے پہلے چین میں بنی پسٹوانے برامد",कशमीर चुनाव से पहले चीन में बनी पिस्टोने बरामद,कशमीर चुनाओ से पहले चीन में बनी पिस्टौले परामद,"कश्मीर, चुनाओ से पहले चीन में बनी पिस्तौले बरामद्ध",कश्मीर: चुनाव से पहले चीन में बनी पिस्तौलें बरामद
0,test_audio/hi/clips/common_voice_hi_26116169.mp3,Dervajya per tala laga huatha and we are underneezhya sake.,درباج پر تالا لگا ہوا تھا اور ہم اندر نہیں جاساکے,दर्वाजे पर ताला लगा हूँ ता और हम अंदर नहीं जासके,दर्वाजे पर ताला लगा हुआ था और हम अंदर नहीं जा सके।,दर्वाजे पर ताला लगा हुआ था और हम अंदर नहीं जा सके।,दरवाज़े पर ताला लगा हुआ था और हम अंदर नहीं जा सके।
0,test_audio/hi/clips/common_voice_hi_26116170.mp3,"So, I am going to get this material in the water.",तो में तो सपताल में हुना नहीं,तुमें तु श्पताल में हूना जाहीएं।,तुमें तो सपताल में होना चाहिये।,तुमें तो इस्पटाल में होना चाहिए।,तुम्हें तो अस्पताल में होना चाहिए।
0,test_audio/hi/clips/common_voice_hi_26116174.mp3,"Now, you are going to take your free tea.",यह तो महारे लिये नाजी हुं,अद तमहरे लिए चाय बनाती हूँ,मैं तुमहरे लिये चाइ बनाती हूं।,मैं तुमारे लिए चाय बनाती हूं।,मैं तुम्हारे लिये चाय बनाती हूँ।
0,test_audio/hi/clips/common_voice_hi_26116178.mp3,you kaha rati ho,tum kahra tiho,तुम कहारेती हो,तुम कहा रहती हो?,तुम कहा रहती हो?,तुम कहाँ रहती हो?
0,test_audio/hi/clips/common_voice_hi_26116180.mp3,"Tom, kisi sevi nahi milla","Tom, Kise, V, Nehmi, Lama",तोम किसी से भी नहीं मिला,टोम किसी से भी नहीं मिला।,टॉम किसी से भी नहीं मिला,टॉम किसी से भी नहीं मिला।
0,test_audio/hi/clips/common_voice_hi_26116181.mp3,This game has many things in our game.,his gawas in our gawas are very cheap.,तो जों बागागा तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो,इस गावों में चीजे हमारे गावों के मुकाबले बहुत सस्ती हैं।,इस गाऊं में चीज़े हमारे गाऊं के मुकाबले बहुत सस्ती हैं।,इस गाँव में चीज़े हमारे गाँव के मुकाबले बहुत सस्ती हैं।
0,test_audio/hi/clips/common_voice_hi_26202749.mp3,Vesh her London's poor maester thè.,بہیشہر لندن کے پورف میں استطاع,बहाँ शहर लन्दन के पूर्व में इस्तट हैं,वह शहर लन्डन के पूर्व में इस्तत हैं।,वह शहर लंदन के पूर्व में इस्तित है।,वह शहर लंदन के पूर्व में स्थित है।
0,test_audio/hi/clips/common_voice_hi_26202752.mp3,Inauze 1-2 minute palette toilet.,1-2 min. toilet.,मैंने उसे एक दो मिनेद पहले तोलेट में जाते हूँ देखाता,मैंने उसे एक दो मिन्ट पहले तौइलेट में जाते हुए देखा था,मैंने उसे एक दो मिनट पहले टॉइलेट में जाते हुए देखा था।,मैंने उसे एक-दो मिनट पहले टॉयलेट में जाते हुए देखा था।
0,test_audio/hi/clips/common_voice_hi_26202753.mp3,Navratra ke dharan badawayi me deke ga akshardam jasa vabe pandan,نوراتر کے داران بضوی میں دکھے گا اکشر دام جیسا بھابے پندان,नव्रात्र के दोरान बधोई में दिखेगा अक्षर्दाम जैसा वबे पन्डाल,नवरात्र के दौरान भदोई में दिकेगा अक्षर्दाम जैसा भव्यपंडाल।,नवरात्र के दौरान भदोई में दिखेगा अक्षरदाम जैसा भव्य पंडाल,नवरात्र के दौरान भदोही में दिखेगा 'अक्षरधाम' जैसा भव्य पंडाल
0,test_audio/hi/clips/common_voice_hi_26202754.mp3,"thus, naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja naja na",ھاں ہوں نے پاڑٹی میں نہ جانے کا فیصل نہیں ہے,उस्टने पार्टी में नाजाने का फैस्ला किया,उसने पार्टी में न जाने का फैसल कीया,उसने पार्टी में न जाने का फैस्ला किया,उसने पार्टी में न जाने का फ़ैसला किया।
0,test_audio/hi/clips/common_voice_hi_26202755.mp3,"Punde de Deepar Vashesh, Punei kasser chi gaithi Rajiv Gandhi's hattagishajish.","Pune dadeepar vishesh, Pune kese rachigayi thi Rajiv Gandhi ki hattagi shajish.",पुन्ने ददिपर विषेश पने कैसे रची गगी राजी व्गान्दी की हत्या की शाजिश,पुन्य देटीपर विषेश पने कैसे लची गई थी राजीव गांदी की हत्या की शाज़िश।,"पुन्दे दिती पर विशेष, पणे कैसे रची गई थी राजीब गांदी की हत्या की शाजिष।",पुण्यतिथि पर विशेषः पढ़ें-कैसे रची गई थी राजीव गांधी की हत्या की साजिश
0,test_audio/hi/clips/common_voice_hi_26202757.mp3,Jihapanme school après almashiru ata hai,Jhapan mein school april me shiru hatha hai,जापान में इस्कुल अप्रेल में शुरोगता है,जपान में इस्कूल अप्रेल में शुरू होता हैं,जापान में स्कूल अप्रेल में शुरू होता हैं,जापान में स्कूल अप्रैल में शुरू होता है।
0,test_audio/hi/clips/common_voice_hi_26202758.mp3,"Kizri Valku Rona 2na 4, buthe hojaana 4, baedi",کے ذریبال کو رونا دھنا چھول بڑے ہو جانا چاہیے بے دی,केजरी वाल को रोना दूना चोल बड़े हो जाना जाहीए भेदी,केजरीवागल को रोना दोना चोड बड़े हो जाना चाहिए बेदी,केजरी वाल को रोना दोना छोड़ बड़े हो जाना चाहिए।,"केजरीवाल को रोना-धोना छोड़, बड़े हो जाना चाहिए: बेदी"
0,test_audio/hi/clips/common_voice_hi_26202760.mp3,Abkadin Shobrahe.,آپ قدنش شبر ہے,अप कदन शुब रहीं,आपका दिन शुब रहे।,आपका दिन शुब रहे!,आपका दिन शुभ रहे।
0,test_audio/hi/clips/common_voice_hi_26202761.mp3,Baadal Parivar's galme thalt hongi kangres ki vraj,BADAL PRIVAR ke gadme talt hoginke kongress ke evraaj.,बादल परिवार के गड में ताल्ट हुँगें गे कांगरेस की इव्राज,बादल परिवार के गड में ताल थोकेंगे कांग्रेस की एव्राज.,बादल परिवार के गड में ताल ठोगेंगे कांग्रेस की इव्राज,बादल परिवार के गढ़ में ताल ठोकेंगे कांग्रेस के युवराज
0,test_audio/hi/clips/common_voice_hi_26202765.mp3,"I'm Tom, I can't even speak.",ہم توم سے چھوٹ نہیں بھول سکتے,अं तोम से जुट नहीं बोल सकते है,हम टोम से जुट नहीं बोल सकते,हम टूम से जूत नहीं बोल सकते,हम टॉम से झूठ नहीं बोल सकते।
0,test_audio/hi/clips/common_voice_hi_26202768.mp3,8-10 bajak je bhi chu wa,8-10% ke bich huwa,आट से दस बजेके भीच हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�,8 से 10 बजे के बीच हुआ,आट से दस बजे के बीच हुआ,आठ से दस बजे के बीच हुआ।
0,test_audio/hi/clips/common_voice_hi_26202769.mp3,Manet will say bus me chow lee dyao ga,i nye ushe bus me chhold dhiyah ho gah,मैं लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग लेग,मैंने उसे बस में छोड दिया होगा।,मैंने उसे बस में छोड दिया होगा।,मैंने उसे बस में छोड़ दिया होगा।
0,test_audio/hi/clips/common_voice_hi_26202770.mp3,mural now b is solved,Muriel Abhisal Ki Huguayi,मूरिल अब भी सालगी होग़े है,मृरियल अब 20 सालगी हो गई है,मुर्यल अब बीस साल की हो गई है,म्यूरियल अब बीस साल की हो गई है।
0,test_audio/hi/clips/common_voice_hi_26202771.mp3,Rathunga bale Sri Lanka cricket with shoots ish thak fella hai bale strachar,ردطنگا بولے شرلنگ کا کرکیٹ میں شیرس اس تردتک پیلا ہے برسٹرچار,रद तुंगा बोले श्रिलंका क्रिकेट में शिर्स इस तर दक पहला है ब्रिस्टल चार,रडटुंगा बोले श्रिलंका क्रिकेट में शीट स इस तर दक फैला है ब्रिष्ट अचार,रदतुंगा बोले श्रिलंका क्रिकेट में शीर्ट्स इसतर तक फैला है ब्रिष्टा चार,रणतुंगा बोले- श्रीलंका क्रिकेट में शीर्ष स्तर तक फैला है भ्रष्टाचार
0,test_audio/hi/clips/common_voice_hi_26202772.mp3,Deesh ke ka his some bhaari bharesh Mumbai Hydravadna jalbha Raoze Lok Parishan,دیش کے که سومے بھاری بارش ممبہی حدرواد نے جلبراؤ سے لوگ پر اشان.,देशके कहीष्सो में बारी बारेश मुमभाई हेद्रवादने जलबराव से लोग परेशान,"देश के कहीसों में भारी बारश, मुम्भई, हैद्रवाद ने जल भराओ से लोग परेशान।","देश के कहीसों में भारी बारिश, मुम्बै हैद्रवाद ने जल बराओ से लोग परेशान","देश के कई हिस्सों में भारी बारिश, मुंबई-हैदराबाद में जलभराव से लोग परेशान"
0,test_audio/hi/clips/common_voice_hi_26202774.mp3,Jai beat them.,Jai Pee Dheem,जाए पीते हैं,चाई पीते हैं।,चाई पीते हैं,चाय पीते हैं।
0,test_audio/hi/clips/common_voice_hi_26202775.mp3,Unkeh sab se ben ne hi araha,ان کے حساب سے بھی نہیں آ رہا,उनके हिसाब से बैं नहीं आरा हा,उनके हिसाब से वैं नहीं आरहा।,उनके हिसाब से बैं नहीं आ रहा।,"उसके हिसाब से, वह नहीं आ रहा।"
0,test_audio/hi/clips/common_voice_hi_26202776.mp3,2-5-1-7-4-4 Nikle,2x1 7°F,तो बाई एक साथ सब़पर निकले,दो भाई एक साथ सफर पर निकले,दो भाई एक साथ सफर पर निकले,दो भाई एक-साथ सफ़र पर निकले।
0,test_audio/hi/clips/common_voice_hi_26202778.mp3,Sabri Malapar Gamasan Shahabole Hindu Mandiru's Kilaak Sajish Vijayan ka paladvar,سبری مالا پر گمسان شاہ بھولے ہندو مندروں کے کلاق ساجش بجین کا پلدوار,"सवरी माला पर गमसान, शाब वोले हिंदू मंदरो के खिलाग साजिश भिजैयन का पलडवार",सबरी माला पर घमसान शाह बोले हिंदू मंद्रो के खिलाख साजिश भिजयन का पलड़वार,"सब्री माला पर गमसान, शाह बोले हिंदू मंदिरो के खिलाफ साजिश बिजैन का पलड़वार","सबरीमाला पर घमासानः शाह बोले- हिंदू मंदिरों के खिलाफ साजिश, विजयन का पलटवार"
0,test_audio/hi/clips/common_voice_hi_26202780.mp3,Metamse jyada khob suratun,Met tâm sajyada khob suratun,मैं तम से जीादा खुब सुरत हूँ,मैं तुमसे जादा खुब सूरत हूं।,मैं तुम से ज्यादा खुब्सूरत हूं।,मैं तुमसे ज़्यादा खूबसूरत हूँ।
0,test_audio/hi/clips/common_voice_hi_26202784.mp3,4th Pandem ila gigaranu ka ambar curator,چاہتے وندے میں لگے گا رنو کا عمبار کیوریٹر,जोग बड़दे में लगेगा रनो का आमबार क्यूरेटर,चौते वंडे में लगेगा रनो का अमवार क्यूरेटर,"चौते वंडे में लगेगा रनो का अम्बार, क्यूरेटर",चौथे वनडे में लगेगा रनों का अंबार: क्यूरेटर
0,test_audio/hi/clips/common_voice_hi_26202786.mp3,"Ya machine, bizdly, sir. Chalti.",یہ machine bizzli se chalti hai,यह मशिएन बिजली से चलती है,यह मशीन बिजली से चलती है।,यह मशीन बिजली से चलती है,यह मशीन बिजली से चलती है।
0,test_audio/hi/clips/common_voice_hi_26202787.mp3,Mujee opera se na fra tem,mj aapra se nafra tha,मुझे अपरा से नफ्रत हैं,मुझे अप्रा से नफ्रत है।,मुझे आपरा से नफ्रत हैं।,मुझे ऑपेरा से नफ़रत है।
0,test_audio/hi/clips/common_voice_hi_26202788.mp3,Westaraya ka adni meji se jalta nahi hai,그 shtarayaka aadni mojse jhalta nahi hai,उस तरैका आद्यी मुझिसे जलता नहीं है,उस तरह का आद्नी मुझ से जलता नहीं हैं,उस तरह का आदनी मुझे से जलता नहीं है।,उस तरह का आदमी मुझसे झिलता नहीं है।
0,test_audio/hi/clips/common_voice_hi_26202789.mp3,"To me, under kiss neane dia.",تم e an dhark sne anedia,तो में अंदर किस ने आने दिया?,तुमें अंदर किसने आने दिया?,तुमें अन्दर किसने आने दिया?,तुम्हें अंदर किसने आने दिया?
0,test_audio/hi/clips/common_voice_hi_26202790.mp3,"So, my pair per khadi ho.",tb.,तुम बेरे पेर पफ़डी हूँ,तुम मेरे पैर पर खडी हूं।,तुम बेरे पैर पर खड़ी हूँ,तुम मेरे पैर पर खड़ी हो।
0,test_audio/hi/clips/common_voice_hi_26202792.mp3,Desk per 1 kToperi hai,Desk 1°C,देस्क पर एक टापडी है,देसक पर एक किताब पढी हैं,डेसक पर एक किताब पड़ी है,डेस्क पर एक किताब पड़ी है।
0,test_audio/hi/clips/common_voice_hi_26202793.mp3,Mettofu khatha ho,Met tofu,मैं तोफु खाता हूं,मैं टोफु खाता हूं।,मैं टोफू खाता हूं,मैं टोफ़ू खाता हूँ।
0,test_audio/hi/clips/common_voice_hi_26202794.mp3,Natis Kumar 1 bar 1 bar 1 chune gai jee do kera sti adhyaksh,نتیسکومار ایک وار فرچونے گئے جیدیو کے راستی ادیقش,नितिश कुमार एक बार फिर चुने गाये जेडियो के रास्टी अद्ध्यक्ष्,नितीश कुमार एक बार फिर चुने गये जेडियू के रास्टी अध्यक्ष।,नितिश कुमार एक वार फिर चुने गए जेडियू के रास्टीय अध्यक्ष,नीतीश कुमार एक बार फिर चुने गए जेडीयू के राष्ट्रीय अध्यक्ष
0,test_audio/hi/clips/common_voice_hi_26202795.mp3,Tom Nehapni t-shirt withari.,Tom ne apni t-shirt utari,तोमने अपनी टीशार्ट उतारी,तोम ने अपनी टीशर्ट उतारी।,तॉम ने अपनी टीशर्ट उतारी,टॉम ने अपनी टीशर्ट उतारी।
0,test_audio/hi/clips/common_voice_hi_26202796.mp3,Rs.2.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5,ھا اس کا بیٹھا پیچھلے سال مر گیا,उसका बेटा पिष्ले साल मर गया,उसका बेटट पिछले साल मर गया।,उसका बेटब पिछले साल मर गया।,उसका बेटा पिछले साल मर गया।
0,test_audio/hi/clips/common_voice_hi_26202801.mp3,Gea yehe asli so na hai,Gaiya hai AS LISOON AAHEM,अगर तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा तादा त,क्या यह है असली सोना है?,क्या यह असली सोना हैं?,क्या यह असली सोना है?
0,test_audio/hi/clips/common_voice_hi_26202803.mp3,"Masli bhajar, kasa jallra hai","Masli Bajar, Mekhasa Chalra Hai",वाजार में कैसा जल रहा है?,मस्ली बाजार में कैसा चल रहा हैं?,मश्ली बाजार में कैसा चल रहा है?,मछली बाज़ार में कैसा चल रहा है?
0,test_audio/hi/clips/common_voice_hi_26202806.mp3,Samuals has not yet been able to track the power table.,"SAMUELS نے POWT TABLEPURRAKER SAHIN AYKIA, UNDER A RASAIL",सैमूल्स ने पाव तेवल पर रक्कर सही नहीं किया अंद्रे रसेल,सैमुबल्स ने पाव टेवल पर रखकर सही नहीं किया अंद्रे रसेल,। । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । ।,सैमुएल्स ने पांव टेबल पर रख कर सही नहीं कियाः आंद्रे रसेल
0,test_audio/hi/clips/common_voice_hi_26202811.mp3,"Kya, you know that you are free from sleep.",ھا آپ جانتے ہیں کہ ساب جیب سسومتے ہیں,अप जानते है कि साब जीब से सुमते हैं?,क्या आप जानते हैं कि साब जीव से सूंते हैं?,क्या आप जानते है कि साब जीव से सूंगते हैं?,क्या आप जानते हैं कि सांप जीभ से सूंघते हैं...
0,test_audio/hi/clips/common_voice_hi_26202812.mp3,"Donc, we shall call it a play.",Tom & Hameesh'sha Kaalikapalai Pahinthai,तोम हमेशा काले कपले पहनता है,तोम हमेशा काले कप्डे पहनता है।,टॉम हमेशा काले कप्डे पहनता है।,टॉम हमेशा काले कपड़े पहनता है।
0,test_audio/hi/clips/common_voice_hi_26202814.mp3,Jani Sar films are devu karne valley actors paraneya kureshika bold and dodge.,جانیسار فلم سے دیبیو کرنے والی ایکٹرس پرنیا قرشی کا بولد انداج,जानिसार फिलम से देवू करने वाली अक्तर्स परन्या कुरेशी का बोल्ड अंदाज,जानिसार फिल्म से ड़ेवु करने वाली एक्टर सपरनिया कुरेशी का बोल्ड अंदाज,जानिसार फिल्म से देविव करने वाली एक्टर स्परनिया कुरेशी का बोल्ड अंदाज,'जानिसार' फिल्म से डेब्यू करने वाली एक्ट्रेस परनिया कुरैशी का बोल्ड अंदाज
0,test_audio/hi/clips/common_voice_hi_26202815.mp3,rail cardi acu ki hai,Rail car is here.,रेलकाडी आचुकी है,रेल काडी आज जुकी हैं,रेलकाडी आ चुकि हैं,रेलगाड़ी आ चुकी है।
0,test_audio/hi/clips/common_voice_hi_26202816.mp3,Kistera ki bread par,kis tara ki bread par,किस तरेकी ब्रेट पर?,किस तरह की ब्रेड पर।,किस तरह की ब्रेट पर?,किस तरह की ब्रेड पर?
0,test_audio/hi/clips/common_voice_hi_26202817.mp3,Baarishme Tehi collector sahab ke bungle ki diwar,بارش میں دہی کلیکٹر سہب کے بنگلے کی دیوار,बारिश में दही कलेक्टर साभ के बंगले की दीवार,बारश में तही कलेक्टर साब के बंगले की दिवार,बारिश में दही कलेक्टर साब के बंगले की दीवार,बारिश में ढही कलेक्टर साहब के बंगले की दीवार
0,test_audio/hi/clips/common_voice_hi_26202819.mp3,"My God, he is a long run.",bheeri gadi lal ranki hai,मेरी गाडे लाल रनकी हैप,मेरी गाडी लाल रन्की है,मेरी गाडे लाल रन्की है।,मेरी गाड़ी लाल रंग की है।
0,test_audio/hi/clips/common_voice_hi_26202820.mp3,koala ki ta svir kheji,। । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । ।,उस्त्ने कुवाले की तस्वीर खिछी,उसने कौाले की तस्वीर खीजी।,उसने कौले की तस्फीर खीजी,उसने कोआले की तस्वीर खींची।
0,test_audio/hi/clips/common_voice_hi_26202821.mp3,Delhi Auto XPO & Khusura Thoker iFolt KVSTA,Delhi Auto Expo & Khub Surat Hukar Eye Fold Ki Fiesta,दिल्ली अटो एक्स्पो और खुबसुरत होकर आई फुल्ट की फियास्टा,दिल्ली ओर्टो एक्स्पो और खुपसुरत होकर आईफोल्ट की फियस्टा,दिल्ली ओटो एकसपो और खुप्सूरत होकर आई फॉल्ट की फियस्टा,दिल्ली ऑटो एक्सपो: और खूबसूरत होकर आई फोर्ड की फिएस्टा
0,test_audio/hi/clips/common_voice_hi_26202827.mp3,Bhagwan Shep's aradna se dur hongi no kri ki sabasi hai.,بغوان شف کی آرادنا سے دور ہوںگی نوکری کی سمسیاں ہے,बग्वाँश्व्कि अरादना से दूर हूंगी नुकरी की समस्याए,बग्वान शिफ की आरादना से दूर होंगी नोक्री की समस्यां.,बग्वान शिव की आरादना से दूर होगी नोक्री की समस्याएं।,भगवान शिव की आराधना से दूर होंगी नौकरी की समस्याएं
0,test_audio/hi/clips/common_voice_hi_26202828.mp3,"Now, I am doing my gali.",aabh mere gadi me kya karrar hete,आप मेरे गाडी में क्या कर रहेते?,आब मेरे गाडि में क्या कर रहे थे?,आप मेरे गाडी में क्या कर रहे थे?,आप मेरे गाड़ी में क्या कर रहे थे?
0,test_audio/hi/clips/common_voice_hi_26202830.mp3,Moi<|hi|>hos ka pata pata hai parbehe hai ekraj hai,ھا میں اس کا پتہ پتا ہے پر میں ہے ایک راج ہے,"मुझे उसका पता पता है, पर वहे एक राज है.",मुझे उसका पता पता है पर वह एक राज है।,"मुझे उसका पता पता है, पर वह एक राज है।","मुझे उसका पता पता है, पर वह एक राज़ है।"
0,test_audio/hi/clips/common_voice_hi_26202832.mp3,osper churika iljam lagaya.,اس پر چھوڑی کا علیام لگایا گیا,उसे उपने चोरी का इल्जाम लगा या एक आप या एक आप या एक आप या एक आप या एक आप या एक आप या एक आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या आप या �,उस पर चोडी का इल्जाम लगाया गया।,उस पर छोरी का अल्जाम लगाया गया,उसपर चोरी का इलज़ाम लगाया गया।
0,test_audio/hi/clips/common_voice_hi_26202834.mp3,Oklaki gatta factory meag lock on the mark.,اوکھلا کی گتت فیکٹری میں آگ لاخوں کا مال جلا,अखला की गत्ता फैक्तरी में आग लाखों का माल जला,उखला की गत्ता फैक्टरी में आग लाकों का माल जला।,ओखला की गत्ता फैक्ट्री में आग लाकों का माल जला,"ओखला की गत्ता फैक्ट्री में आग, लाखों का माल जला"
0,test_audio/hi/clips/common_voice_hi_26202836.mp3,Laluya adav ka sabal PM Modi batae ki spari varne on haliya hai kode,لالو یادب کا سوال پیم مودي بتائیں کس پریور نے انہلیا ہے کوود,लालु यादव का सवाल पीम मोदी बताएं किस परिवार ने उने लिया है गोड,लालू यादव का सवाल पियम मोदी बताएं किस परिवार ने उन्ह लिया है कोड?,लालु यादब का सवाल प्यम मोदी बताएं किस परिवार ने उन्हें लिया है कोड़,लालू यादव का सवाल- पीएम मोदी बताएं किस परिवार ने उन्हें लिया है गोद?
